,ratingscore,reviewdescription,sentiment_score,sentiment_label,Date
189,2,EVEN THE THE IPHONE LOOKS NICEAT TIMES THE SPEAKER CRACKLES AS SUCH MOST OF MY CALLS ARE NEVER CLEAR ENOUGH ... ....THE SELLER SHOULD REALLY CHECK THE SPEAKERS BEFORE SHIPPING ...,-0.4071,Negative,2023-11-27
190,5,Item came really fast and. In great condition,0.6249,Positive,2023-05-13
191,4,"At first I was concerned because the phone was a day late, but at the end of the day it was worth it! No visible scratches or marks on the phone and it works great! Battery health was above 85% which is great, and I love the feel of the phone! Only downer was the fact that it was late, but aside from that it’s a 10/10 so far!!!",0.9675,Positive,2023-11-17
192,5,"Came in such good condition + it came with a screen protector! I desperately needed a new phone so this was perfect. Good camera quality, everything !! :) i recommend.",0.9266,Positive,2023-11-07
193,4,"Ok so first it came with everything.  Battery life can't say anything yet will review in 3 months. First use and during set up I was at 98% at 1pm. It's now 8pm I'm at 66%. My only issues are two so far. There is some threading in the camera,  one two though it doesn't bother now it might later. The top of the back is unsticking a bit but not too much to fall out. Overall I mean for the price it's ok. Thankfully no scratches or burn Marks. Also comes fully unlocked.",0.7366,Positive,2023-10-20
194,5,My old SE was wearing out - the battery life was short and acted strange when it got down to 20%.This was almost the same desired smaller size and available at a better price as a reconditioned unit.  I could not see any flaws and it performs as new - can't beat the deal.,0.4472,Positive,2023-01-30
195,3,"Easy to transfer SIM card and transition data from last phone to this phone. On phone calls, however, there are issues with audio—outgoing sound is blocked sporadically.",0.2023,Positive,2023-03-07
196,1,"Phone didn’t work at all , I guess it wasn’t unlocked",0.0,Neutral,2023-12-12
197,3,Just had some little scratches on the back of the phone,0.0,Neutral,2023-08-24
198,3,"The body was absolutely new , just a tiny scratch on the edge but everything was amazing. My battery health sadly came as an 89% and I had to return it . If you're planning to buy it try it out as far as you have free returns/plan to pay return fees. It's a good way of knowing if these phone are worth it or not , I'd definitely recommend it for a gift but I would not use it for my own.",0.8967,Positive,2023-02-24
199,5,It works pretty good and it actually made it to my house in one piece,0.7269,Positive,2023-08-30
200,4,"Product was in good quality, but the front camera had humidified, making it pointless to use. The battery life said it was about 93% but it could barely last 4 hours doing basic tasks like scrolling on social media. The overall quality of the phone was good, just didn't have time to return it. Phone also came in odd packaging without silica packets.",0.7269,Positive,2023-04-06
201,2,"I loved this phone except that when it was on speakerphone, I could hear the other person but they couldn't hear me.  I was not able to resolve this issue and had to return the phone for a refund.",-0.0839,Negative,2023-01-27
202,2,The pros: Phone came in great exterior condition looks newCons: Battery life is terrible without using it once overnight for 8 hours the phone will go from 100 percent battery to 56 percent battery without being touch. Battery doesn’t last longer than an hour terrible. I say waste of money to purchase unless you are carrying around a spare battery pack.,-0.5994,Negative,2023-07-26
203,2,"-1)It gets overheated.-2) The battery runs out in a short time, you can hardly complete a day.-3) You cannot install every application on the phone; if you do, you will have to charge it twice a day.+1) The voicemail feature of this phone is very good. This is a problem on Android.+2) The camera is nice.+3) I like the size, it's a nice looking phone",0.6997,Positive,2023-02-27
204,5,So far so good! It works great and looked brand new.,0.8578,Positive,2023-03-04
205,4,"I did not realize this phone was an ESIM phone. The seller was very kind to walk me through the process. Its a great phone and the battery life is 100% This phone had very minor scratches, not very noticeable. Great phone and great customer service.",0.8553,Positive,2023-10-05
206,1,"Lo traje de regalo a la Argentina y se apaga a cada rato, ahora lo tendré que llevar a un serví para ver si tiene arreglo ya que no tengo la posibilidad de devolver el producto.",-0.296,Negative,2023-02-01
207,5,"I purchased this iPhone 13 and requested excellent condition. I was a lil skeptical from the reviews. The phone was clean, no cracks, one little ding mark but nothing major and had to look very close to notice! I am pleased with my purchase and I do plan on ordering again if need to.",0.7263,Positive,2023-01-19
208,2,I like the condition of the device but the problem i face was sim manager option not showing.,-0.4215,Negative,2023-01-04
209,1,"Phone came with a broken/malfunctioning camera, poor battery life and had a super small crack on the side of phone that has now spread across the screen despite being in a protective case. I have bought repurposed phones many times and this one was a failure unfortunately. I didn’t bother returning it, it still works but limited aspects of it. Not a happy customer and will not purchase from this specific company again.",-0.859,Negative,2023-03-12
210,3,The phone came in good shape with 100% battery health my issue is that it struggles to connect to wifi. What I mean is that it says it’s connected to wifi but it doesn’t load anything like if I look something up on google it sometimes works sometimes doesn’t it says I’m connected to wifi. I don’t need to reset my router because all my other devices would work except my phone. I had an iPhone 8 before I made the upgrade I paid for the premium renewed phone because I wanted high quality and I didn’t get high quality I got a phone that has a spotter connection than my phone that is literally 5 years old,0.5346,Positive,2023-06-24
211,4,It has more features than the 7. I have still to explore some features. Satisfied with an iPhone over an Android.,0.4215,Positive,2023-08-20
212,3,Phone itself is in great shape! Battery life is at 81% but I’m sure being a used phone that is to be expected. Will try it a few days and see how it goes.,0.6996,Positive,2023-08-06
213,3,Beautiful phone but battery gets very hot and doesn't hold a charge more than a few hours.,0.3506,Positive,2023-05-21
214,5,"I know it says excellent condition but I still expected a few tiny scratches at least or some type of blemishes…but no it’s literally brand new I can’t find a single sign of any use or wear! However the black color has a navy blueish tint to it for sure, must just be apples new black color because it’s not blue enough as if they sent me the wrong one, it’s just the color black I guess so. I don’t mind though. 100% recommend !!!",0.4153,Positive,2023-09-09
215,5,Love this phone and everything works perfectly! Nothing is wrong & 10/10 would buy again !!,0.9158,Positive,2023-09-27
216,1,1st phone I received started powering down on its own after a few weeks.  Replacement is dirty and damaged.  I tried contacting the company but to no avail.,-0.6908,Negative,2023-07-12
217,3,"Once I powered the phone on, there was light line going thru the phone. The screen wasn’t cracked or anything. It was only when the device was lit up.",0.0,Neutral,2023-10-23
218,4,Totalmente conforme con el producto!,0.0,Neutral,2023-11-21
219,3,"Auricular dañado, debo hablar por el altavo.",0.0,Neutral,2023-02-13
220,5,Received my Iphone 11 in one day.  It is renewed but in like new condition.  Very impressed.  Replaced my Motorola G power 2022 with a Iphone 11.,0.8334,Positive,2023-08-11
221,1,did not work  it never charged  i tried get a exchange they didnt let me. now in order to het my money bk i have yo wait weeks or get credited on amazon,0.5848,Positive,2023-10-31
222,1,Unable to get into the phone. Can't send back because I'd be sending a phone that can't be factory reset since I can't get into the phone. Amazon/Seller refuse to offer full refund for faulty device! Not sending a phone that has my info on it that I can't wipe that the seller can't re-sell. Ridiculous!,-0.4541,Negative,2023-03-10
223,1,The phone does not see the sim card !!!! How to unlock the phone from the operator?,0.0,Neutral,2023-05-08
224,2,"I had this delivered less than 10 mins ago and it arrived scrapped. The top right portion was scrapped as well as a minor one on the bottom right. The charging port and cable are not Apple brand, they are second hand brands. I have submitted my return request and will be expecting my money back. Overall this phone took about a week to get here and couldn’t even use it when it finally did get here. I will create an update if my refund is not returned in a timely manner.",0.802,Positive,2023-03-25
225,4,"Phone arrived in pristine condition.  Can't even tell it's been used.  Previous owner must have used it in a case with a screen protector.On the down side, the battery health is only 75%.  Drains very fast.I was hoping for 80% or better.",0.7152,Positive,2023-08-22
226,4,"Very nice bought it for my nieces 15th birthday. She’s had the 11 since it came out. However I was hoping it would have minimal if not no cosmetic damage, and it does. There is a huge scrap where the metal is showing on the side. Luckily she’ll have a case it but that’s was disappointing to say the least.",0.4028,Positive,2023-06-25
227,2,"Vino un poco astillado a los lados pero no se ve a simple vista, hay que acercarse, y el micrófono no funciona bien",-0.5267,Negative,2023-04-20
228,1,Item is registered with assurion as a stolen device and can’t be activated.,-0.4939,Negative,2023-06-27
229,4,It's a nice phoe no regrets,-0.2263,Negative,2023-09-10
230,2,I didn’t like the size and feel of it. It was delivered in a very timely manner and I appreciate the opportunity to return it.,0.7906,Positive,2023-03-18
231,4,"It works good, but it says my sim carrier is locked when I ordered the phone unlocked",0.2382,Positive,2023-03-27
232,3,"The phone looks good overall and works well. However, the camera lens was scratchy and picture quality was not good. I have the same phone s20+ (bought new) and just wanted another so bought a used one as home phone, the picture/video quality from Amazon is blurry and could be because all the scratch and dirt inside, not sure how can get that clean.",0.7606,Positive,2023-08-12
233,1,"Beautiful phone. But after 3 hours of getting everything transferred to phone, Unable to activate phone due to phone being blacklisted.",0.3506,Positive,2023-02-16
234,5,"I was a little skeptical about buying a used refurbished phone. When the phone arrived I was even more skeptical, as the battery was completely drained. I figured that I would charge it and give it a go. The worst case scenario is I would have to return it. My fears were quickly dismissed. The phone functions as it should and the battery life shows 100% and lasts for 24 hours with moderate use. Cosmetically it looks unused and I could find no imperfections.",-0.9314,Negative,2023-03-29
235,1,I’ve had better refurbished products,0.4404,Positive,2023-04-11
236,5,Condition was like new battery was 99% very happy with product,0.7574,Positive,2023-05-24
237,4,The phone is good but the battery was not at 100%.,0.2382,Positive,2023-05-17
238,5,"I purchased this iPhone 13 and requested excellent condition. I was a lil skeptical from the reviews. The phone was clean, no cracks, one little ding mark but nothing major and had to look very close to notice! I am pleased with my purchase and I do plan on ordering again if need to.",0.7263,Positive,2023-07-09
239,4,"Condition as advertised, using as an iPod / mini iPad replacement. Battery health 83% after a couple months use, and seems to run out of juice pretty quickly when in use with the screen on. I leave it plugged in mostly, so not an issue for me.",0.4588,Positive,2023-05-26
240,2,"While the phone is in great shape and works well, the battery is only at 78% of capacity, and says it needs to be serviced. Certainly was not expecting to buy a phone that immediately needs to be serviced.",0.8225,Positive,2023-06-08
241,2,"My initial review was positive (read below) but after having the phone for a few weeks I'm noticing a big problem. The phone has NO imbedded voicemail ""app"" so I have no way of getting notifications if I have a voicemail. I just got back from Verizon and the employee there had the exact same phone as I do and doesn't have those problem. The phone should come with a green voicemail icon...I have nothing. I have to regularly call my voicemail to see if I have any messages. NOT CONVENIENT!!! Definitely modified my rating!!!First of all, the phone and its charger came in a sealed box, all brand new in prefect condition.  I had an S9 previously so I used Smart Switch to transfer everything over. The entire process took less than 2 hours, including moving the SIM card from 1 phone to the other and uploading the apps, pics and other files on it. To make thinks even better...the apps and wallpaper on my home and lock screen were all in the exact same place as they were on the previous phone. Easiest installation ever! The only negative was that the case I ordered came in the wrong size. Big difference between the S20 and the S20+",-0.9612,Negative,2023-11-19
242,5,"Compramos 2 celulares, vinieron en perfectas condiciones, están barbaros! Cargan bien y rinde un 99% la bateria.",0.2244,Positive,2023-07-16
243,2,"I purchased the phone ""renewed"" and as the listing stated in ""excellent"" condition. The phone I received is in anything but renewed/excellent condition. Take a look at the attached pictures. The phone body is chipped all over the place with a nice dent in the top right corner. The front glass was tacky (some kind of residue build up) and covered in scratches. Either the previous owner didn't use a screen protector or the glass was reconditioned with sandpaper. I charged the phone and went immediately to the battery health indicator . Eighty six percent is not what I'd call ""excellent""condition. I'm very disappointed in the quality of the phone I received. Against my better judgement, I'm keeping the phone thanks to the ninety day warranty. I was able to clean the phone up and it doesn't look half bad now in it's new case and glass screen protector (last pic). The phone is fully functional and seems to perform well enough.  However, if I purchase another reconditioned iPhone, it will likely be from Black Market or Swappa. Stay away from Amazon ""renewed"".",0.9574,Positive,2023-01-21
244,2,"looks so cheap, not impressive",-0.4526,Negative,2023-06-30
245,4,"Good phone but charger stopped working after a few days. Also, Siri doesn’t workSeller: please contact meUpdate: seller never reached out",0.2746,Positive,2023-10-25
246,2,"This would have been a great review had it not turned off randomly and never turned back on again. I am not blaming amazon or the company it came from, I simply am angry at the fact that all of my data on that phone is now gone. I luckily still have my old phone but believe me when I say that this was a heart wrenching experience that no one should go through. Apparently the brain stopped receiving power randomly and Apple couldn't do anything about it (shocker) so this was a huge bummer. Apple wtf man. I know yall want us to get your new precious phones every year but this isn't the way to go at all.",-0.2022,Negative,2023-01-31
247,2,It was working fine for about a month then recently it started restarting on and off by itself and disabling the WiFi and Bluetooth,-0.3182,Negative,2023-07-10
248,3,"Easy to transfer SIM card and transition data from last phone to this phone. On phone calls, however, there are issues with audio—outgoing sound is blocked sporadically.",0.2023,Positive,2023-12-15
249,5,"Arrived three days early in fantastic condition; battery health was at 100% and I only found one tiny scratch on the display, which isn’t even visible through the screen protecter.",0.5574,Positive,2023-12-18
250,1,"Apparently the seller inaccurately described this refurbished iphone as unlocked when it was a locked phone according to our carrier, Spectrum.",0.0,Neutral,2023-11-22
251,3,The battery is no good,0.1779,Positive,2023-03-09
252,3,I dropped the phone on my hardwood floors and the face of the phone cracked,0.0,Neutral,2023-06-02
253,5,Great product! Picture quality is amazing!,0.8585,Positive,2023-02-26
254,4,"Buen teléfono sin rayones y golpes , cumple con lo indicado en la descripción , batería al 85% pagando la opción de excelente , tardaron varios días pero es xq lo envían desde NY, y yo estoy en Utah , 4 estrellas ya que el empaquetado pudo ser un poco mejor , pero el teléfono 10/10 recomendado",-0.5574,Negative,2023-08-29
255,5,"Phone came as expected, looked brand news. Purchased two and both have worked well so far.",0.2732,Positive,2023-03-11
256,5,"I received my order 4 days earlier then expected date , not even single scarth,100% battery health, looks like a brand new thank you for the good phone.",0.7845,Positive,2023-03-16
257,2,"I loved this phone except that when it was on speakerphone, I could hear the other person but they couldn't hear me.  I was not able to resolve this issue and had to return the phone for a refund.",-0.0839,Negative,2023-05-02
258,4,It is worth the price but i had to go and pay my phone for the screen to be fixed bc its cheap it has the ink inside that busted. But overall I think you would be happy with this product.,0.7096,Positive,2023-10-08
259,4,"El producto esta en condiciones aceptables, una buena compra por su precio y calidad a largo plazo, recomendado, lo único malo puede ser uno que otro rayón en la pantalla y en los marcos",0.0,Neutral,2023-05-14
260,2,"-1)It gets overheated.-2) The battery runs out in a short time, you can hardly complete a day.-3) You cannot install every application on the phone; if you do, you will have to charge it twice a day.+1) The voicemail feature of this phone is very good. This is a problem on Android.+2) The camera is nice.+3) I like the size, it's a nice looking phone",0.6997,Positive,2023-08-01
261,2,"For excellent condition I wasn’t expecting to find so many flaws. So far it’s just cosmetic can’t see how well the phone runs until my step son opens it for his birthday but the camera is pretty dented up around the lens, rather large dent on bottom corner of phone, speakers on bottom are pretty dirty, and lots of fine scratches on back and front.",0.8705,Positive,2023-09-30
262,2,"At the time of receiving the cell phone aesthetically everything looked good, at the time of trying it I realized that the speaker was damaged, the videos were not heard clearly, this is the only fault I found in the cell phone",-0.607,Negative,2023-06-10
263,5,"My son shattered his phone. This was a quick replacement. When I received the phone there was no visible signs of scratches on the screen. A little scuff mark on the bottom by the charging port, nothing real noticeable. Was able to put current SIM card, the new phone picked it up right away without issue. The battery did come with only 20%, but after a full charge it lasted all day with a teenager using it. The battery life is at 92% in settings. Overall very good phone for the price.",0.3898,Positive,2023-11-02
264,1,"The phone crashed within 3 weeks of me receiving this phone. The Wi-Fi, Bluetooth and the Airdrop button grayed out and I was told I will need a new motherboard.",0.0,Neutral,2023-03-24
265,3,It is handy but expensive,0.0,Neutral,2023-05-07
266,3,"I bought this iphone. The iphone is used and screen was scrached. the charge is other type not iphone charge. I returned the iphone. The price is good for customer, so people might to accept it outlook.Just the return steps is slow and I have to ask amazon message center to push the seller. It is good I was refund at final.",0.8442,Positive,2023-05-01
267,5,Phone came the very next morning in great condition!! Everything works as if I bought it brand new😁😁,0.6892,Positive,2023-07-18
268,3,The phone came with a crack. A couple days I have it now and the phone does not charge,0.0,Neutral,2023-01-14
269,5,The item is as described.,0.0,Neutral,2023-12-17
270,1,After 6 months charger port malfunctioned and no longer connects to network . Any advice ?,-0.296,Negative,2023-10-19
271,4,Works great but the battery doesn’t quite last a full day.,0.3716,Positive,2023-04-30
272,1,half way broke,-0.4215,Negative,2023-04-02
273,3,Just received the iPhone 13 I purchased. Everything seems to be good with it except the battery percentage is at 85. I wish it would’ve came with a better battery.,0.8176,Positive,2023-10-13
274,5,Bateria al 100% fue muy asombroso y rápido el movil,0.0,Neutral,2023-08-15
275,4,"I ordered a iPhone 14 pro max in gold but received it white, I’m okay with it anyway.The iPhone came with no visible damages and it’s battery health is at its 100%, no issues so far.Only missing star due to wrong color received *****I’m thankful to check sellers in getting one from the best rated one from buying options, the extra bucks were worth it, super fast delivery.",0.7255,Positive,2023-09-07
276,5,This phone is amazing no scratches or cracks great sound all buttons work good (LOOKS BRAND NEW) i got the white one,0.8625,Positive,2023-10-11
277,1,Im very disappointed had this phone for 7 months it was unlocked to find out seller locked my phone I’m very piss I’m out of $700 so what do I do to unlock my this phone,-0.7496,Negative,2023-09-11
278,1,"I have to return it, which I'm really sad about.",-0.5256,Negative,2023-07-02
279,1,This phone locked my verizon account after i tried hooking it up. The phone came back to their fraud department as lost or stolen and I have been dealing with this headache for over a week now. I sent the phone back in an they have the AUDACITY to claim i sent it back blacklisted and are refusing my refund.,-0.9001,Negative,2023-05-16
280,1,Unfortunately I couldn’t use them.  There are a few scratches which were not listed on the descriptions.,-0.34,Negative,2023-08-04
281,2,"Se suponía que el celular debia tener pequeños detalles, tiene toda la carcasa despintada y en algunas zonas hasta se nota que lo pintaron con alguna pintura que se está saltando, pero a demás de eso la pantalla cada vez que enciendo el dispositivo tira un mensaje de error, la verdad por haber elegido la calidad más alta  de el re acondicionado esperaba que fuera mejor el estado del celular.",-0.4019,Negative,2023-06-19
282,5,"I love the color and how it looks and how big it is, I don’t like that it has only 80% battery capacity though",0.7717,Positive,2023-03-23
283,1,"Although the phone looks good, the battery health is only 88% out of the box. This company says anything over 80% is still good. I’m very disappointed.",0.3415,Positive,2023-08-18
284,1,"I'm appalled by how damaged my 'excellent' condition phone came in. The front, sides, back, and camera bits all had either dings or scratches. I've had the phone 5 minutes and I've already found at least 10 scratches and dings. What was the point of paying extra for an excellent condition phone if I was just going to be sent a poor one?",-0.6486,Negative,2023-07-04
285,3,Its good so far,0.4404,Positive,2023-10-04
286,1,Scratch es on the Glad,0.4588,Positive,2023-06-26
287,5,"Was not sure of refurbished product, but this i13 mini phone was outstanding. The right size coming from a flip phone; The Weigt was good. The screen was bright and clear. Being an old guy still learning how to use it but was a very good deal.",0.9681,Positive,2023-03-03
288,4,"Buen teléfono sin rayones y golpes , cumple con lo indicado en la descripción , batería al 85% pagando la opción de excelente , tardaron varios días pero es xq lo envían desde NY, y yo estoy en Utah , 4 estrellas ya que el empaquetado pudo ser un poco mejor , pero el teléfono 10/10 recomendado",-0.5574,Negative,2023-04-15
289,5,Amazing product and speedy delivery,0.5859,Positive,2023-12-24
290,3,"My face recognition is not available, my battery life was at 91% and at first i could not download any apps that didn’t come with the phone without a credit card. Other than that, the screen and no scratches or cracks and the phone had no dents.",-0.6792,Negative,2023-06-14
291,1,"Arrived packaged nicely, but the touchscreen didn't work. Had to send back.",0.2382,Positive,2023-08-23
292,1,The Scam that worked in my favor.  This was sold by Verizon Pre-Owned. Two things good about this phone 1. still under apple warranty2. Cosmetically gorgeousBut the brains of the phone were crap!  The first day I go the phone it shut off while transferring all my info over.  Stupidly I went to the digital sims. I could not go back to my old phone.  The next day it shut off 3 times and I contacted to the seller.  Their suggestion was to send it back.  Lucky for me non day 3  I  notice it was still under warranty and I contacted apple thorough chat. They did a diagnostic and it had some stability issue.  They scheduled it for repair that day and I got a new phone. So all that to say it worked in my favor.My advice is to make sure it comes from Amazon renewal only! Not any of the other sellers.,0.3987,Positive,2023-10-02
293,4,"Good value, very good condition, fast shipping and phone works perfectly",0.9134,Positive,2023-06-03
294,1,"Spent 2 hours on the phone with Verizon an hour with Apple, neither could activate the phone. They said that something must be wrong with the phone.",-0.4767,Negative,2023-03-22
295,5,Nice 2nd phone,0.4215,Positive,2023-12-16
296,4,Good and working perfect,0.765,Positive,2023-07-30
297,1,"I bought this because my previous phone died (stopped reading the SIM Card) as I was leaving a campsite in the Washington mountains. I needed another phone pronto so I could work when I got home. After getting most things set up, I started noticing a few little things. In the first few days, sometimes screen button pushes weren't recognized. After several days, I started to notice that nothing on a page would be recognized and I'd have to reload the page. I started noticing some apps not working right, most importantly a medical appointment app that worked fine on the old phone.  Started having trouble waking up the phone. Today, the entire phone froze mid phone call while opening Amazon. Screen was completely frozen with thick black line horizontally across the middle of the screen. At first there was a green cartoonish cast ovee everything that went away, but everything still stayed frozen. Couldn't turn the screen or even the phone off. Finally held all buttons doen until it restarted. I cannot trust this refurb to continue workingvat this point and will have to replace. BTW- My last galaxy refurb started having problems at about 5 or 6 months- issues with camera motor that can't be fixed.",-0.8274,Negative,2023-07-08
298,2,"I brought the EXCELLENT CONDITION and the battery health is only 90%. I expected it should be 95% and up. Only 90% is too low to me. I contact the seller and they said the excellent condition means the battery health is 85% and up, and mine is 90% which is a bit high already.I have to return it. If you have been using Iphone for long time, you will know how long does it take the battery goes from 100% to 90%. Not worth the price.",0.7482,Positive,2023-07-20
299,3,Condition of phone was good. No noticeable damage. My problem with this phone is that most times when I try to access an App it will not open. I have to be tapping multiple times before it opens. That’s so frustrating. I had a similar phone before and never experienced that. I also have a 13 and I don’t have that problem. I’m ready to return it because of that problem.,-0.8966,Negative,2023-12-13
300,3,"I have only had it a day and I did have some problems with it keeping a service connection, but that may be my provider problem, time will tell.  I can say that the phone looked brand new, not a mark on it, so I am very happy with that.  Now I only gave it 3 stars because of the connection issue, but like I said that may not be a problem with the phone more so the carrier.  I will update my review after I have had the phone for a bit.",0.2926,Positive,2023-09-29
301,4,"I love the fact it came with 100% battery health and it was delivered on time.However, u can see where the screen was squeezed in a bit; I’ve attached a videoOverall, no scratches",0.4588,Positive,2023-09-28
302,4,"It came on time, it works it’s the same as the picture",0.0,Neutral,2023-11-01
303,1,Recieved defective iphone. Used few times and shut down. And got overheat.,-0.4404,Negative,2023-05-22
304,3,The product I received didn't really look refurbished and look for used. Phone I'm using now screen is in much better condition and the back has nowhere marks. And that's after working in a steel mill and having it fly out the window of a six-wheeler at 50 miles an hour and being ran over mine still looks better. and what is the crud that's around the screen in the cracks try clean some of it out and I got disgusted after I was told it was sanitized.Phone I received look like it never had screen protector or anything around the phone check the backing.,0.7717,Positive,2023-09-17
305,3,I got this phone for my son as upgraded phone from iPhone 6 it was a really good phone iPhone 8 I paid $277 with tax at the time. He had for about almost 2 years the camera started shaking when go in take a picture. It lasted almost 2years my love it! I ungrade him to unlock iPhone XR. For a child I don’t think you should buy a new iPhone it’s is to expensive this why I buy it off here for the best price. iPhone XR was less than iPhone 8 now. I was really happy when I first got the phone. Now I’m not because of the camera shakes.,0.9424,Positive,2023-03-01
306,4,"The phone was supposed to be in excellent conditions, meaning mint screen. There were extensive scratches below the film so I would not rate it as excellent.",0.8126,Positive,2023-05-31
307,5,"The phone shipped to me did not meet the Amazon renewed standard of having at least 80% battery function (it was slightly below at 77%). I contacted the seller and was given several options for remediation. I could return it for refund, return it for replacement, or take it to an Apple Store or Best Buy for battery replacement. I opted to get the battery replaced at Best Buy and sent the seller a copy of my receipt and they refunded the cost (including sales tax) to my credit card. I was amazed at how hassle-free it was and am thrilled to have a brand new battery to boot. The phone itself is in pristine condition and has no issues.",0.9369,Positive,2023-04-14
308,4,"Very nice bought it for my nieces 15th birthday. She’s had the 11 since it came out. However I was hoping it would have minimal if not no cosmetic damage, and it does. There is a huge scrap where the metal is showing on the side. Luckily she’ll have a case it but that’s was disappointing to say the least.",0.4028,Positive,2023-06-29
309,2,"tried to transfer my old phone to this new one. i bought it unlocked and when i called my service to switch it over, they told me that the phone was locked. i don’t know what to do or now how to switch over my phone. sucks because i spent so much money on this new one",-0.3612,Negative,2023-05-23
310,2,"Originally, I would have given it 5 stars, but there are a lot of little quirks (like the flashlight program goes on and not when i push that button on the lower part of the screen.). It just was in poor to an acceptable condition, and after less than a year of using it I feel like it can only be used as a backup, at best.",0.7227,Positive,2023-03-05
311,4,"It came on time I was so excited for it to come because I was due for a new phone real bad, finally got it, it's been a whole day already with it and it's goin good so far, it came with a charger and a box for it, the charger didn't really look descent enough to use so I used my iPhone charger that i already had, my phone has a 100% battery life, phone came in good condition no scratches no marks no nun,  fast setup no issues, looking at the reviews kinda made it scetchy to buy but i recommend buying, it doesnt come with a sim card so if u dont have one or an extra one js buy a new one, i used my sin card from my old phone nd it worked I have service and everything but yeaa",-0.5174,Negative,2023-08-31
312,3,"Over all phone is in good shape. Had a minor issue with the speaker (seems blown) when turned all the way up. Ask seller for assistance  and they were giving me the run around. My kid says it's fine, he will deal with it. Everything else seemed to be in good shape and functional.",0.8402,Positive,2023-04-01
313,5,"I received my order 4 days earlier then expected date , not even single scarth,100% battery health, looks like a brand new thank you for the good phone.",0.7845,Positive,2023-10-03
314,5,I’ve had this phone for a few months now and love it my kids dropped it a few times and it still works good as new !!,0.8264,Positive,2023-07-01
315,5,My other phone was just not working right at all I saw your phones on Amazon for an amazing price got the phone even faster than I thought I’m absolutely loving this phone I haven’t had not one issue with it works amazing thank you I will buy from you again and again,0.9432,Positive,2023-05-03
316,4,Bought as good condition and that was accurate it works great it was worth every penny,0.836,Positive,2023-04-26
317,4,"Phone looks great, no scratches. Easy to set up. My only issue is almost every time I try to charge it it tells me it detects water in the charge hole (there isn’t any) and I have to override it to charge. It’s annoying, but I really don’t want to go through the trouble of clearing the phone and sending it back.",-0.1612,Negative,2023-07-24
318,2,Deberían arreglarlo con productos originales para que no pase esto!,-0.3595,Negative,2023-01-22
319,2,Phone was in “good” condition all throughout except for the battery… I feel like this phone should’ve been priced at like 80 dollars it dies so quick .. sucks,0.3041,Positive,2023-04-22
320,3,I dislike the amount od scratches received,-0.3818,Negative,2023-07-28
321,2,"I purchased this iPhone Mini recently (even if not through Amazon). A critical issue keeps coming up that is making me think I've made a mistake. Apple has failed to update to the newest standard of texting. Why? Tim Cook has said ""buy your mom an iPhone"" if you want texting to work nicely with her.So when I get photos texted in a thread where there is even just a single non-Apple device in the group chat, *all* images comes in as low-res photo in the thread. That is an issue that Apple has forced by refusing to update to the RCS texting standard put in place several years ago. This also means such messages are not encrypted (less important to me, but still annoying).So if you have friends on Android, know that your messages with them are not encrypted and you will only be able to exchange low-res images with them -- and this is Apple's actual decision to make the product worse because they want YOU to put social pressure on your friend to buy an Apple device. This is madness, and at times I'm now finding myself embarrassed to own an iPhone.",-0.8208,Negative,2023-04-05
322,4,"I order this item on June 30th and it didn’t come until July 13th when it was supposed to come July 8th. But, once I got the package and opened it I was pleasantly shocked by how clean the phone was!!! No scratches no dents it was real and it was definitely worth the wait. 10/10 recommend",0.88,Positive,2023-09-12
323,4,Bought it for my 8 yr old grand daughter.  She loves it.,0.7717,Positive,2023-09-16
324,3,"When the item first arrived, everything seemed to be in perfect condition. Then I opened the camera app, and it started shaking and buzzing. I tried everything to fix it but it didn't go away. I was disappointed because everything else worked fine, it was just the camera.",-0.2382,Negative,2023-09-04
325,1,Item is registered with assurion as a stolen device and can’t be activated.,-0.4939,Negative,2023-10-24
326,3,Por tercera vez pido el celular para mi y mi familia y siempre a llegado bien en execelentes condiciones pero esta  vez llego solo el celular y de nuevo en muy buenas condiciones pero sin el cargador,-0.5574,Negative,2023-02-07
327,3,The phone works fine got it with 86% battery health. It had a lot cosmetic issues not in excellent condition as they describe but from now on I would think twice before buying from this seller.,-0.1528,Negative,2023-11-05
328,3,The screen came scratched on the center; has a couple another things on the corners of the screen! The other parts was in really good shape!!,0.6211,Positive,2023-08-27
329,3,Received the phone but it had a small scratch on the bottom and a small chip on the screen,0.0,Neutral,2023-10-26
330,1,"A big waste of time, as I swapped out the SIM card on my older iphone and found out the phone doesn't work with my mobile carrier - Spectrum Mobile. I went through several phone calls with Spectrum support and they told me that the phone is ""uncertified.""",-0.0258,Neutral,2023-04-13
331,2,Wouldn't buy from this seller again.,0.0,Neutral,2023-12-09
332,4,"Screen came with a few minor scratches, but the battery came @98% so not bad for what it is.",0.6361,Positive,2023-10-09
333,4,"The battery health is 96%. But the bottom holes has a lot of dirt. Others seem like a new one.But, I dont like apple. Too expensive. So I bought a renewed one. The camera is not as good as my old phone bought in other country. And it is much expensive than my old one if comparing the detail and performance.",0.0749,Positive,2023-12-19
334,4,1. no issues so far. phone came in pretty good condition.2. i cannot really rate the battery life as i have had bad experience in the past with refurbished phone - battery life seems great then just died shortly after so ...3. but overall i am happy with this,0.7579,Positive,2023-07-21
